Date,Total Volume_lag1,Total Value_lag1,Market Cap_lag1,Closing Price_lag1,Price Change_lag1,Price Change %_lag1,Matched Volume_lag1,Matched Value_lag1,sentiment_score_lag1,Foreign Investor Room_lag1,Remaining Room Shares_lag1,Remaining Room %_lag1,Matched Buy Volume_lag1,Matched Buy Value_lag1,Matched Sell Volume_lag1,Matched Sell Value_lag1,Negotiated Buy Volume_lag1,Negotiated Buy Value_lag1,Negotiated Sell Volume_lag1,Negotiated Sell Value_lag1,Total Buy Volume_lag1,Total Buy Value_lag1,Total Sell Volume_lag1,Total Sell Value_lag1,EPS,P/E,P/B,P/S,Loi nhuan,GT_Khop,KL_Khop,KL_Ban,KL_Mua,Closing Price,MA5,MA10,STD5,STD10
2024-05-02,6053000.0,769750.0,156460165.0,123200.0,0.0,0.0,3396500.0,419623.0,2.0,622284748.0,0.0,0.0,0.0,0.0,13000.0,1604.0,2656500.0,350127.0,2656500.0,350127.0,2656500.0,350127.0,2669500.0,351730.0,5541,4.66,21.02,10.5,1798030000000.0,6978395,60367000,102734100,121793000,127300,121220.0,116180.0,5604.194857425998,6574.665179476611
2024-05-03,6888000.0,890470.0,161667038.0,127300.0,4100.0,3.33,3469300.0,439885.0,0.0,622284748.0,5150.0,0.0,5100.0,631.0,19300.0,2413.0,3418700.0,450585.0,3418700.0,450585.0,3423800.0,451216.0,3438000.0,452997.0,5541,4.66,21.02,10.5,1798030000000.0,6978395,60367000,102734100,121793000,125900,123940.0,117610.0,2782.6246602802903,7008.637528079191
2024-05-06,4665500.0,601728.0,159889081.0,125900.0,-1400.0,-1.1,3191200.0,403104.0,2.0,622284748.0,0.0,0.0,3200.0,410.0,100.0,13.0,1474300.0,198217.0,1474300.0,198217.0,1477500.0,198627.0,1474400.0,198230.0,5541,4.66,21.02,10.5,1798030000000.0,6978395,60367000,102734100,121793000,127600,125440.0,119070.0,2143.1285542402725,7448.497238444216
2024-05-07,2744600.0,346861.0,162048028.0,127600.0,1700.0,1.35,2704600.0,341473.0,1.0,622284748.0,0.0,0.0,13000.0,1645.0,0.0,0.0,40000.0,5388.0,40000.0,5388.0,53000.0,7033.0,40000.0,5388.0,5541,4.66,21.02,10.5,1798030000000.0,6978395,60367000,102734100,121793000,131300,127060.0,121020.0,2939.897957412808,7874.12076220436
2024-05-08,3874168.0,508754.0,166746913.0,131300.0,3700.0,2.9,3122800.0,406192.0,1.0,622284748.0,19454.0,0.0,19400.0,2483.0,4200.0,546.0,738400.0,100792.0,738400.0,100792.0,757800.0,103275.0,742600.0,101338.0,5541,4.66,21.02,10.5,1798030000000.0,6978395,60367000,102734100,121793000,131000,128620.0,123220.0,2399.374918598592,7185.912143446601
2024-05-09,3824500.0,503976.0,166365923.0,131000.0,-300.0,-0.23,3017800.0,392617.0,2.0,622284748.0,0.0,0.0,100.0,13.0,95.0,0.0,806700.0,111359.0,806700.0,111359.0,806800.0,111372.0,806795.0,111359.0,5541,4.66,21.02,10.5,1798030000000.0,6978395,60367000,102734100,121793000,130300,129220.0,125220.0,2361.5672761960436,5849.3684369435205
2024-05-10,3041600.0,399651.0,165476944.0,130300.0,-700.0,-0.53,2203300.0,288297.0,1.0,622284748.0,0.0,0.0,0.0,0.0,3917.0,510.0,638248.0,86967.0,638300.0,86967.0,638248.0,86967.0,642217.0,87478.0,5541,4.66,21.02,10.5,1798030000000.0,6978395,60367000,102734100,121793000,131000,130240.0,127090.0,1520.8550226763891,3936.284203831489
2024-05-13,4168700.0,543191.0,166365923.0,131000.0,700.0,0.54,3789700.0,494172.0,2.0,622284748.0,0.0,0.0,0.0,0.0,380200.0,49773.0,255000.0,33992.0,255000.0,33992.0,255000.0,33992.0,635200.0,83764.0,5541,4.66,21.02,10.5,1798030000000.0,6978395,60367000,102734100,121793000,129700,130660.0,128050.0,650.384501660364,3130.22895861202
2024-05-14,4360200.0,577287.0,164714963.0,129700.0,-1300.0,-0.99,1852200.0,240663.0,1.0,622284748.0,0.0,0.0,0.0,0.0,39400.0,5124.0,2328000.0,314280.0,2328000.0,314280.0,2328000.0,314280.0,2367400.0,319404.0,5541,4.66,21.02,10.5,1798030000000.0,6978395,60367000,102734100,121793000,130500,130500.0,128780.0,543.1390245600107,2694.356241397101
2024-05-15,3151900.0,414149.0,165730938.0,130500.0,800.0,0.62,2304600.0,300958.0,1.0,622284748.0,0.0,0.0,3969.0,507.0,152.0,13.0,847300.0,113192.0,847300.0,113192.0,851269.0,113699.0,847452.0,113205.0,5541,4.66,21.02,10.5,1798030000000.0,6978395,60367000,102734100,121793000,134100,131120.0,129870.0,1729.7398648351723,2371.6145461595383
2024-05-16,4717700.0,627531.0,170302826.0,134100.0,3600.0,2.76,3653100.0,485070.0,2.0,622284748.0,0.0,0.0,200.0,26.0,800.0,106.0,776600.0,105422.0,396600.0,54344.0,776800.0,105448.0,397400.0,54450.0,5541,4.66,21.02,10.5,1798030000000.0,6978395,60367000,102734100,121793000,135400,132140.0,130680.0,2470.4250646396868,2749.4645943447804
2024-05-17,4043900.0,543764.0,171953786.0,135400.0,1300.0,0.97,3119000.0,423780.0,1.0,622284748.0,0.0,0.0,5400.0,732.0,277700.0,37840.0,327400.0,45137.0,293400.0,40464.0,332800.0,45869.0,571100.0,78304.0,5541,4.66,21.02,10.5,1798030000000.0,6978395,60367000,102734100,121793000,134500,132840.0,131540.0,2560.8592308051607,2412.559728679144
2024-05-20,3049001.0,410104.0,170810814.0,134500.0,-900.0,-0.66,2306400.0,310275.0,1.0,622284748.0,0.0,0.0,152.0,14.0,491900.0,66034.0,524600.0,70891.0,524600.0,70891.0,524752.0,70904.0,1016500.0,136925.0,5541,4.66,21.02,10.5,1798030000000.0,6978395,60367000,102734100,121793000,133000,133500.0,132080.0,1885.4707634964802,2002.1099980881131
2024-05-21,3143500.0,423354.0,168905860.0,133000.0,-1500.0,-1.12,2013500.0,270495.0,2.0,622284748.0,0.0,0.0,800.0,108.0,27900.0,3769.0,1100000.0,148838.0,1100000.0,148838.0,1100800.0,148946.0,1127900.0,152607.0,5541,4.66,21.02,10.5,1798030000000.0,6978395,60367000,102734100,121793000,136000,134600.0,132550.0,1164.0446726822815,2324.38761349688
2024-05-22,4206300.0,566508.0,172715767.0,136000.0,3000.0,2.26,3471900.0,467061.0,2.0,622284748.0,0.0,0.0,277700.0,37212.0,607768.0,81607.0,734400.0,99449.0,734400.0,99449.0,1012100.0,136661.0,1342168.0,181056.0,5541,4.66,21.02,10.5,1798030000000.0,6978395,60367000,102734100,121793000,138000,135380.0,133250.0,1849.8648599289625,2809.2110398947625
2024-05-23,7132400.0,970471.0,175255705.0,138000.0,2000.0,1.47,4511800.0,621721.0,0.0,622284748.0,0.0,0.0,455900.0,62845.0,1006688.0,138773.0,26900.0,3678.0,26900.0,3678.0,482800.0,66523.0,1033588.0,142451.0,5541,4.66,21.02,10.5,1798030000000.0,6978395,60367000,102734100,121793000,137500,135800.0,133970.0,2079.663434308542,2890.617004493437
2024-05-24,3769000.0,514269.0,174620720.0,137500.0,-500.0,-0.36,3621500.0,493717.0,0.0,622284748.0,0.0,0.0,0.0,0.0,1372915.0,187149.0,47500.0,6752.0,47500.0,6752.0,47500.0,6752.0,1420415.0,193901.0,5541,4.66,21.02,10.5,1798030000000.0,6978395,60367000,102734100,121793000,131900,135280.0,134060.0,2714.22180375886,2800.476149990678
2024-05-27,14134601.0,1885240.0,167508895.0,131900.0,-5600.0,-4.07,13375600.0,1782682.0,1.0,622284748.0,0.0,0.0,607768.0,83182.0,3271747.0,438575.0,500000.0,67180.0,500000.0,67180.0,1107768.0,150362.0,3771747.0,505755.0,5541,4.66,21.02,10.5,1798030000000.0,6978395,60367000,102734100,121793000,132800,135240.0,134370.0,2757.3538039214336,2408.3419838368172
2024-05-28,6121100.0,808830.0,168651867.0,132800.0,900.0,0.68,5157800.0,682267.0,2.0,622284748.0,0.0,0.0,1006688.0,133885.0,786500.0,104073.0,778300.0,103290.0,778300.0,103290.0,1784988.0,237175.0,1564800.0,207363.0,5541,4.66,21.02,10.5,1798030000000.0,6978395,60367000,102734100,121793000,137000,135440.0,135020.0,2860.594343838357,2105.970349057901
2024-05-29,5419500.0,728079.0,173985736.0,137000.0,4200.0,3.16,4625300.0,623833.0,0.0,622284748.0,0.0,0.0,1122915.0,150601.0,534012.0,71707.0,250000.0,33500.0,0.0,0.0,1372915.0,184101.0,534012.0,71707.0,5541,4.66,21.02,10.5,1798030000000.0,6978395,60367000,102734100,121793000,135700,134980.0,135180.0,2509.382394136055,2089.018908483106
2024-05-30,6107600.0,830817.0,172334776.0,135700.0,-1300.0,-0.95,5837600.0,793587.0,0.0,622284748.0,603909.0,0.05,2417838.0,328272.0,1668251.0,226792.0,250000.0,34500.0,0.0,0.0,2667838.0,362772.0,1668251.0,226792.0,5541,4.66,21.02,10.5,1798030000000.0,6978395,60367000,102734100,121793000,135000,134480.0,135140.0,2096.902477465273,2088.1677242128785
2024-05-31,7301300.0,970579.0,171445798.0,135000.0,-700.0,-0.52,7261300.0,965211.0,0.0,622284748.0,1349609.0,0.11,1348900.0,179663.0,2876100.0,382399.0,0.0,0.0,0.0,0.0,1348900.0,179663.0,2876100.0,382399.0,5541,4.66,21.02,10.5,1798030000000.0,6978395,60367000,102734100,121793000,134600,135020.0,135150.0,1540.1298646542764,2084.999333866121
2024-06-03,2696600.0,362972.0,170937811.0,134600.0,-400.0,-0.3,2633500.0,354488.0,0.0,622284748.0,534061.0,0.04,533900.0,71756.0,178700.0,24089.0,63100.0,8484.0,63100.0,8484.0,597000.0,80241.0,241800.0,32573.0,5541,4.66,21.02,10.5,1798030000000.0,11581548,87243800,150777000,154735700,136900,135840.0,135540.0,1087.6580344942981,2001.2218489934696
2024-06-04,7773600.0,1062261.0,173858739.0,136900.0,2300.0,1.71,7773600.0,1062261.0,2.0,622284748.0,1668251.0,0.13,1244000.0,169893.0,1988200.0,271684.0,0.0,0.0,0.0,0.0,1244000.0,169893.0,1988200.0,271684.0,5541,4.66,21.02,10.5,1798030000000.0,11581548,87243800,150777000,154735700,139100,136260.0,135850.0,1811.9050747762699,2298.429415443888
2024-06-05,7049800.0,979413.0,176652671.0,139100.0,2200.0,1.61,7009800.0,973897.0,2.0,622284748.0,3300052.0,0.26,1943500.0,270084.0,1234600.0,171566.0,0.0,0.0,0.0,0.0,1943500.0,270084.0,1234600.0,171566.0,5541,4.66,21.02,10.5,1798030000000.0,11581548,87243800,150777000,154735700,140100,137140.0,136060.0,2433.7214302380626,2593.6675020347275
2024-06-06,6341801.0,898304.0,177922639.0,140100.0,1000.0,0.72,6321600.0,895476.0,2.0,622284748.0,1535081.0,0.12,1534600.0,217748.0,1972800.0,278766.0,0.0,0.0,0.0,0.0,1534600.0,217748.0,1972800.0,278766.0,5541,4.66,21.02,10.5,1798030000000.0,11581548,87243800,150777000,154735700,139600,138060.0,136270.0,2287.575135378071,2800.0198411995343
2024-06-07,5231800.0,734435.0,177287655.0,139600.0,-500.0,-0.36,5211800.0,731829.0,2.0,622284748.0,1988231.0,0.16,333900.0,46858.0,1928800.0,271071.0,0.0,0.0,0.0,0.0,333900.0,46858.0,1928800.0,271071.0,5541,4.66,21.02,10.5,1798030000000.0,11581548,87243800,150777000,154735700,142000,139540.0,137280.0,1839.2933425639314,2869.3011150607454
2024-06-10,3976600.0,561621.0,180335580.0,142000.0,2400.0,1.72,3756900.0,530586.0,1.0,622284748.0,2888237.0,0.23,881800.0,124524.0,1058700.0,149496.0,219700.0,31035.0,219700.0,31035.0,1101500.0,155559.0,1278400.0,180531.0,5541,4.66,21.02,10.5,1798030000000.0,11581548,87243800,150777000,154735700,144000,140960.0,138400.0,2023.116407921205,3102.6870075253496
2024-06-11,3775400.0,542408.0,182875518.0,144000.0,2000.0,1.41,3775400.0,542408.0,1.0,622284748.0,3942973.0,0.31,130800.0,18797.0,1329500.0,190834.0,0.0,0.0,0.0,0.0,130800.0,18797.0,1329500.0,190834.0,5541,4.66,21.02,10.5,1798030000000.0,11581548,87243800,150777000,154735700,146500,142440.0,139350.0,2857.09642819419,3961.8317873315937
2024-06-12,8418500.0,1236119.0,186050440.0,146500.0,2500.0,1.74,6327300.0,915257.0,2.0,622284748.0,5704776.0,0.45,244800.0,35410.0,2045700.0,295391.0,0.0,0.0,0.0,0.0,244800.0,35410.0,2045700.0,295391.0,5541,4.66,21.02,10.5,1798030000000.0,11581548,87243800,150777000,154735700,132000,140820.0,138980.0,5546.350151225579,4479.53370589196
2024-06-13,11215500.0,1464082.0,167635892.0,132000.0,5500.0,4.35,11215500.0,1464082.0,2.0,622284748.0,5971206.0,0.47,547440.0,71413.0,4328151.0,566705.0,0.0,0.0,0.0,0.0,547440.0,71413.0,4328151.0,566705.0,5541,4.66,21.02,10.5,1798030000000.0,11581548,87243800,150777000,154735700,130000,138900.0,138480.0,7419.568720619818,5195.040369857042
2024-06-14,8676200.0,1137718.0,165095954.0,130000.0,-2000.0,-1.52,8136200.0,1066858.0,2.0,622284748.0,6954432.0,0.55,346290.0,45429.0,5350835.0,701527.0,0.0,0.0,500000.0,65564.0,346290.0,45429.0,5850835.0,767091.0,5541,4.66,21.02,10.5,1798030000000.0,11581548,87243800,150777000,154735700,131000,136700.0,138120.0,7886.697661252141,5602.539106908973
2024-06-17,6607200.0,861029.0,166365923.0,131000.0,1000.0,0.77,6406200.0,834853.0,0.0,622284748.0,7931127.0,0.62,1069099.0,138974.0,2210300.0,287481.0,0.0,0.0,0.0,0.0,1069099.0,138974.0,2210300.0,287481.0,5541,4.66,21.02,10.5,1798030000000.0,11581548,87243800,150777000,154735700,128800,133660.0,137310.0,7275.16322840938,6336.043279874625
2024-06-18,4867600.0,631221.0,163571991.0,128800.0,-2200.0,-1.68,4867600.0,631221.0,1.0,622284748.0,11965986.0,0.94,293292.0,37964.0,1149700.0,148963.0,0.0,0.0,0.0,0.0,293292.0,37964.0,1149700.0,148963.0,5541,4.66,21.02,10.5,1798030000000.0,11581548,87243800,150777000,154735700,128000,129960.0,136200.0,1614.930339054908,6931.890875591672
2024-06-19,6936800.0,893871.0,162556016.0,128000.0,-800.0,-0.62,6680000.0,860576.0,2.0,622284748.0,17294378.0,1.36,522443.0,67085.0,2860719.0,368915.0,75800.0,9765.0,75800.0,9765.0,598243.0,76850.0,2936519.0,378680.0,5541,4.66,21.02,10.5,1798030000000.0,11581548,87243800,150777000,154735700,131500,129860.0,135340.0,1465.605676844901,6927.75416551264
2024-06-20,10269200.0,1321426.0,192048921.0,131500.0,3500.0,2.73,9669200.0,1249784.0,1.0,622284748.0,18991302.0,1.3,513376.0,66712.0,2228800.0,288611.0,0.0,0.0,0.0,0.0,513376.0,66712.0,2228800.0,288611.0,5541,4.66,21.02,10.5,1798030000000.0,11581548,87243800,150777000,154735700,133300,130520.0,134710.0,2134.7130954767667,6782.239879109093
2024-06-21,11060700.0,1477679.0,194677727.0,133300.0,1800.0,1.37,10465700.0,1404641.0,1.0,622284748.0,19489204.0,1.33,580798.0,77651.0,2555814.0,343051.0,0.0,0.0,0.0,0.0,580798.0,77651.0,2555814.0,343051.0,5541,4.66,21.02,10.5,1798030000000.0,11581548,87243800,150777000,154735700,136100,131540.0,134120.0,3314.060952969936,6318.36828443687
2024-06-24,7653300.0,1034712.0,198766982.0,136100.0,2800.0,2.1,7653300.0,1034712.0,0.0,622284748.0,21334370.0,1.46,1019553.0,137267.0,2696000.0,364332.0,0.0,0.0,0.0,0.0,1019553.0,137267.0,2696000.0,364332.0,5541,4.66,21.02,10.5,1798030000000.0,11581548,87243800,150777000,154735700,132100,132200.0,132930.0,2939.3876913398135,5287.3118563847365
2024-06-25,14390900.0,1936123.0,192925190.0,132100.0,-4000.0,-2.94,13186900.0,1762003.0,1.0,622284748.0,22155418.0,1.52,1487752.0,198294.0,5900038.0,788716.0,0.0,0.0,0.0,0.0,1487752.0,198294.0,5900038.0,788716.0,5541,4.66,21.02,10.5,1798030000000.0,11581548,87243800,150777000,154735700,130000,132600.0,131280.0,2289.1046284519193,2328.948260481529
2024-06-26,14050143.0,1821409.0,189858249.0,130000.0,-2100.0,-1.59,13706800.0,1776774.0,1.0,622284748.0,23101114.0,1.58,1610118.0,208693.0,3650978.0,473598.0,343343.0,44635.0,343343.0,44635.0,1953461.0,253327.0,3994321.0,518233.0,5541,4.66,21.02,10.5,1798030000000.0,11581548,87243800,150777000,154735700,131800,132660.0,131260.0,2256.7675999092153,2322.9291853175246
2024-06-27,7221400.0,941975.0,192487055.0,131800.0,1800.0,1.38,7147400.0,932098.0,1.0,622284748.0,24722275.0,1.69,1098839.0,144003.0,3020000.0,393613.0,0.0,0.0,0.0,0.0,1098839.0,144003.0,3020000.0,393613.0,5541,4.66,21.02,10.5,1798030000000.0,11581548,87243800,150777000,154735700,132800,132560.0,131540.0,2232.2634253152114,2322.9291853175246
2024-06-28,6527700.0,863129.0,193947503.0,132800.0,1000.0,0.76,6403700.0,847765.0,1.0,622284748.0,29840072.0,2.04,780841.0,103548.0,1547500.0,204608.0,0.0,0.0,0.0,0.0,780841.0,103548.0,1547500.0,204608.0,5541,4.66,21.02,10.5,1798030000000.0,11581548,87243800,150777000,154735700,130500,131440.0,131490.0,1158.8787684654508,2341.1535618151875
2024-07-01,6633000.0,873567.0,190588473.0,130500.0,-2300.0,-1.73,6633000.0,873567.0,0.0,622284748.0,32664870.0,2.24,826180.0,108263.0,2761305.0,364069.0,0.0,0.0,0.0,0.0,826180.0,108263.0,2761305.0,364069.0,5618,5.81,23.23,12.5,1873810000000.0,20390648,152347900,211010300,215201000,128600,130740.0,131470.0,1624.1921068642096,2367.394254355513
2024-07-02,6454000.0,833530.0,187813621.0,128600.0,-1900.0,-1.46,6376000.0,822641.0,1.0,622284748.0,35323162.0,2.42,271708.0,35071.0,2200514.0,283986.0,0.0,0.0,0.0,0.0,271708.0,35071.0,2200514.0,283986.0,5618,5.81,23.23,12.5,1873810000000.0,20390648,152347900,211010300,215201000,128000,130340.0,131470.0,2044.0156555173446,2367.394254355513
2024-07-03,7560001.0,983351.0,186937352.0,128000.0,-600.0,-0.47,6720600.0,873661.0,0.0,622284748.0,34924968.0,2.39,1855694.0,242009.0,1505200.0,195627.0,839400.0,109691.0,839400.0,109691.0,2695094.0,351700.0,2344600.0,305317.0,5618,5.81,23.23,12.5,1873810000000.0,20390648,152347900,211010300,215201000,131000,130180.0,131420.0,1929.2485583770692,2371.9658981996686
2024-07-04,7884101.0,1038018.0,191318697.0,131000.0,3000.0,2.34,7634100.0,1005103.0,1.0,622284748.0,36418149.0,2.49,1178124.0,155150.0,1267630.0,166899.0,250000.0,32915.0,250000.0,32915.0,1428124.0,188065.0,1517630.0,199814.0,5618,5.81,23.23,12.5,1873810000000.0,20390648,152347900,211010300,215201000,135800,130780.0,131670.0,3074.410512602375,2701.049178868575
2024-07-05,8117900.0,1088488.0,198328847.0,135800.0,4800.0,3.66,8117900.0,1088488.0,2.0,622284748.0,37245083.0,2.55,1283580.0,172278.0,1122335.0,149950.0,0.0,0.0,0.0,0.0,1283580.0,172278.0,1122335.0,149950.0,5618,5.81,23.23,12.5,1873810000000.0,20390648,152347900,211010300,215201000,138700,132420.0,131930.0,4663.903944122349,3245.1844665938725
2024-07-08,7809400.0,1080849.0,202564147.0,138700.0,2900.0,2.14,7789400.0,1078089.0,1.0,622284748.0,37950269.0,2.6,821014.0,113400.0,2777090.0,384391.0,0.0,0.0,0.0,0.0,821014.0,113400.0,2777090.0,384391.0,5618,5.81,23.23,12.5,1873810000000.0,20390648,152347900,211010300,215201000,139600,134620.0,132680.0,4994.196632092093,4054.5721791029296
2024-07-09,6105700.0,848068.0,203878550.0,139600.0,900.0,0.65,5865700.0,814734.0,2.0,622284748.0,38567480.0,2.64,692419.0,96232.0,2587900.0,359402.0,240000.0,33336.0,240000.0,33336.0,932419.0,129567.0,2827900.0,392737.0,5618,5.81,23.23,12.5,1873810000000.0,20390648,152347900,211010300,215201000,137500,136520.0,133430.0,3398.087697514589,4194.983776951803
2024-07-10,9696100.0,1329763.0,200811609.0,137500.0,-2100.0,-1.5,9676100.0,1327023.0,2.0,622284748.0,39710815.0,2.72,1060600.0,145458.0,6018900.0,825456.0,0.0,0.0,0.0,0.0,1060600.0,145458.0,6018900.0,825456.0,5618,5.81,23.23,12.5,1873810000000.0,20390648,152347900,211010300,215201000,134000,137120.0,133650.0,2250.999777876488,4157.5233011974715
2024-07-11,6337700.0,859025.0,195700041.0,134000.0,-3500.0,-2.55,6294700.0,853168.0,0.0,622284748.0,41448078.0,2.84,386200.0,52405.0,2911500.0,395219.0,0.0,0.0,0.0,0.0,386200.0,52405.0,2911500.0,395219.0,5618,5.81,23.23,12.5,1873810000000.0,20390648,152347900,211010300,215201000,133000,136560.0,133670.0,2912.559012277691,4153.459067117688
2024-07-12,6882100.0,919164.0,194239593.0,133000.0,-1000.0,-0.75,6842100.0,913790.0,1.0,622284748.0,43649442.0,2.99,1003900.0,134242.0,3980000.0,531602.0,0.0,0.0,0.0,0.0,1003900.0,134242.0,3980000.0,531602.0,5618,5.81,23.23,12.5,1873810000000.0,20390648,152347900,211010300,215201000,133800,135580.0,134000.0,2835.842026629833,4001.94397206601
2024-07-15,3590000.0,480953.0,195407951.0,133800.0,800.0,0.6,3553400.0,476050.0,2.0,622284748.0,48706339.0,3.34,559400.0,74768.0,920000.0,123197.0,36600.0,4903.0,36600.0,4903.0,596000.0,79671.0,956600.0,128101.0,5618,5.81,23.23,12.5,1873810000000.0,20390648,152347900,211010300,215201000,132700,134200.0,134410.0,1922.2382786741086,3574.430801617996
2024-07-16,3067200.0,408778.0,193801458.0,132700.0,-1100.0,-0.82,3067200.0,408778.0,0.0,622284748.0,51058320.0,3.5,868300.0,115500.0,1002200.0,133642.0,0.0,0.0,0.0,0.0,868300.0,115500.0,1002200.0,133642.0,5618,5.81,23.23,12.5,1873810000000.0,20390648,152347900,211010300,215201000,134000,133500.0,135010.0,608.276253029822,2798.1938619203656
2024-07-17,4322200.0,576151.0,195700041.0,134000.0,1300.0,0.98,4002300.0,533549.0,2.0,622284748.0,54211887.0,3.71,1625500.0,216556.0,1165500.0,155293.0,349900.0,46604.0,349900.0,46604.0,1975400.0,263160.0,1515400.0,201898.0,5618,5.81,23.23,12.5,1873810000000.0,20390648,152347900,211010300,215201000,131900,133080.0,135100.0,852.6429498916882,2666.2499674428145
2024-07-18,6970100.0,921795.0,192633100.0,131900.0,-2100.0,-1.57,6970100.0,921795.0,0.0,715619552.0,55004105.0,3.77,2234900.0,294587.0,1002800.0,133060.0,0.0,0.0,0.0,0.0,2234900.0,294587.0,1002800.0,133060.0,5618,5.81,23.23,12.5,1873810000000.0,20390648,152347900,211010300,215201000,127900,132060.0,134310.0,2476.489450815408,3481.5226553908733
2024-07-19,10825201.0,1395242.0,186791308.0,127900.0,-4000.0,-3.03,10800200.0,1391942.0,2.0,715619552.0,53771380.0,3.68,1061600.0,136943.0,3792600.0,488940.0,0.0,0.0,0.0,0.0,1061600.0,136943.0,3792600.0,488940.0,5618,5.81,23.23,12.5,1873810000000.0,20390648,152347900,211010300,215201000,126000,130500.0,133040.0,3393.3759001914304,3982.5173501749314
2024-07-22,6576700.0,836050.0,184016456.0,126000.0,-1900.0,-1.49,6551700.0,832650.0,0.0,715619552.0,53875211.0,3.69,428100.0,54170.0,2220900.0,282318.0,0.0,0.0,0.0,0.0,428100.0,54170.0,2220900.0,282318.0,5618,5.81,23.23,12.5,1873810000000.0,20390648,152347900,211010300,215201000,124100,128780.0,131490.0,4104.509714935512,4158.1112165127115
2024-07-23,6216900.0,772289.0,181241605.0,124100.0,-1900.0,-1.51,6216900.0,772289.0,2.0,715619552.0,54449861.0,3.73,1989600.0,246999.0,1492400.0,185691.0,0.0,0.0,0.0,0.0,1989600.0,246999.0,1492400.0,185691.0,5618,5.81,23.23,12.5,1873810000000.0,20390648,152347900,211010300,215201000,125500,127080.0,130290.0,3018.6089511561445,3957.6788932683958
2024-07-24,5411600.0,684282.0,183286232.0,125500.0,1400.0,1.13,5311600.0,672732.0,1.0,715619552.0,56263395.0,3.85,1080800.0,137041.0,1069400.0,135678.0,0.0,0.0,0.0,0.0,1080800.0,137041.0,1069400.0,135678.0,5618,5.81,23.23,12.5,1873810000000.0,20390648,152347900,211010300,215201000,126000,125900.0,129490.0,1361.9838471876235,3932.8954558526725
2024-07-25,4171700.0,523540.0,184016456.0,126000.0,500.0,0.4,4151700.0,520860.0,1.0,715619552.0,57412334.0,3.93,851500.0,106816.0,1468400.0,184199.0,20000.0,2680.0,0.0,0.0,871500.0,109496.0,1468400.0,184199.0,5618,5.81,23.23,12.5,1873810000000.0,20390648,152347900,211010300,215201000,125000,125320.0,128690.0,798.1227975693965,3953.1843704369016
2024-07-26,3248401.0,405880.0,182556008.0,125000.0,-1000.0,-0.79,2563400.0,319819.0,0.0,715619552.0,58033170.0,3.97,798400.0,99653.0,601200.0,74952.0,620000.0,77354.0,620000.0,77354.0,1418400.0,177006.0,1221200.0,152306.0,5618,5.81,23.23,12.5,1873810000000.0,20390648,152347900,211010300,215201000,128000,125720.0,128110.0,1454.9914089093447,3522.136346657292
2024-07-29,6683700.0,826250.0,186937352.0,128000.0,3000.0,2.4,3951100.0,497176.0,0.0,715619552.0,58400204.0,4.0,1264600.0,159135.0,906000.0,113561.0,1182600.0,148810.0,1182600.0,148810.0,2447200.0,307945.0,2088600.0,262371.0,5618,5.81,23.23,12.5,1873810000000.0,20390648,152347900,211010300,215201000,129000,126700.0,127740.0,1717.5564037317667,3162.3479322244693
2024-07-30,5009800.0,651610.0,188397801.0,129000.0,1000.0,0.78,4859800.0,631075.0,1.0,715619552.0,58619990.0,4.01,2038800.0,264706.0,1635600.0,212329.0,0.0,0.0,0.0,0.0,2038800.0,264706.0,1635600.0,212329.0,5618,5.81,23.23,12.5,1873810000000.0,20390648,152347900,211010300,215201000,128000,127200.0,127140.0,1643.1676725154985,2292.112077926755
2024-07-31,2423800.0,309900.0,186937352.0,128000.0,-1000.0,-0.78,2373800.0,303850.0,0.0,715619552.0,57192297.0,3.92,2038800.0,264706.0,1635600.0,212329.0,0.0,0.0,0.0,0.0,2038800.0,264706.0,1635600.0,212329.0,5618,5.81,23.23,12.5,1873810000000.0,20390648,152347900,211010300,215201000,128600,127720.0,126810.0,1578.6069808536893,1688.8194430166413
2024-08-01,3094200.0,395468.0,187813621.0,128600.0,600.0,0.47,2869200.0,366616.0,0.0,715619552.0,57363527.0,3.93,1427700.0,182700.0,757000.0,96682.0,225000.0,28853.0,225000.0,28853.0,1652700.0,211553.0,982000.0,125536.0,5618,5.81,23.23,12.5,1873810000000.0,17425878,132559000,161618900,173092300,124800,127680.0,126500.0,1664.932431061393,1749.9206331208711
