Date,Total Volume_lag1,Total Value_lag1,Market Cap_lag1,Closing Price_lag1,Price Change_lag1,Price Change %_lag1,Matched Volume_lag1,Matched Value_lag1,sentiment_score_lag1,Foreign Investor Room_lag1,Remaining Room Shares_lag1,Remaining Room %_lag1,Matched Buy Volume_lag1,Matched Buy Value_lag1,Matched Sell Volume_lag1,Matched Sell Value_lag1,Negotiated Buy Volume_lag1,Negotiated Buy Value_lag1,Negotiated Sell Volume_lag1,Negotiated Sell Value_lag1,Total Buy Volume_lag1,Total Buy Value_lag1,Total Sell Volume_lag1,Total Sell Value_lag1,EPS,P/E,P/B,P/S,Loi nhuan,GT_Khop,KL_Khop,KL_Ban,KL_Mua,Closing Price,MA5,MA10,STD5,STD10
2024-04-10,1432500.0,161738.0,143506483.0,113000.0,400.0,0.36,1432500.0,161738.0,1.0,622284748.0,0.0,0.0,15.0,0.0,13148.0,1479.0,0.0,0.0,0.0,0.0,15.0,0.0,13148.0,1479.0,5541,4.66,21.02,10.5,1798030000000.0,7784914,68853100,121896600,126321700,113800,113420.0,114960.0,593.2958789676503,1757.017675241518
2024-04-11,1982020.0,227719.0,144522458.0,113800.0,800.0,0.71,1791100.0,204637.0,1.0,622284748.0,0.0,0.0,844.0,91.0,100.0,11.0,190920.0,23082.0,190920.0,23082.0,191764.0,23173.0,191020.0,23094.0,5541,4.66,21.02,10.5,1798030000000.0,7784914,68853100,121896600,126321700,114900,113600.0,114740.0,880.3408430829486,1588.989895779355
2024-04-12,1623300.0,186677.0,145919424.0,114900.0,1100.0,0.97,1549400.0,177683.0,0.0,622284748.0,0.0,0.0,0.0,0.0,0.0,0.0,73900.0,8994.0,73900.0,8994.0,73900.0,8994.0,73900.0,8994.0,5541,4.66,21.02,10.5,1798030000000.0,7784914,68853100,121896600,126321700,115500,113960.0,114640.0,1230.0406497347951,1494.5828106123038
2024-04-15,1862520.0,216516.0,146681405.0,115500.0,600.0,0.52,1367300.0,157333.0,2.0,622284748.0,13148.0,0.0,13100.0,1518.0,0.0,0.0,390220.0,47958.0,390220.0,47958.0,403320.0,49476.0,390220.0,47958.0,5541,4.66,21.02,10.5,1798030000000.0,7784914,68853100,121896600,126321700,111600,113760.0,114120.0,1546.9324484281776,1562.61888436617
2024-04-16,4289300.0,491287.0,141728526.0,111600.0,-3900.0,-3.38,3701900.0,418743.0,1.0,622284748.0,0.0,0.0,100.0,12.0,0.0,0.0,587400.0,72544.0,587400.0,72544.0,587500.0,72555.0,587400.0,72544.0,5541,4.66,21.02,10.5,1798030000000.0,7784914,68853100,121896600,126321700,113000,113760.0,113720.0,1546.9324484281776,1217.2829489390597
2024-04-17,4523200.0,513918.0,143506483.0,113000.0,1400.0,1.25,3642700.0,408786.0,2.0,622284748.0,0.0,0.0,0.0,0.0,7701.0,866.0,880500.0,105132.0,880500.0,105132.0,880500.0,105132.0,888201.0,105997.0,5541,4.66,21.02,10.5,1798030000000.0,7784914,68853100,121896600,126321700,111800,113360.0,113390.0,1775.6688880531744,1248.5102233373082
2024-04-19,2998100.0,344269.0,141982520.0,111800.0,-1200.0,-1.06,1943300.0,218044.0,1.0,622284748.0,0.0,0.0,0.0,0.0,10933.0,1226.0,972500.0,117575.0,972500.0,117575.0,972500.0,117575.0,983433.0,118801.0,5541,4.66,21.02,10.5,1798030000000.0,7784914,68853100,121896600,126321700,109000,112180.0,112890.0,2360.5084198112904,1838.7495751189165
2024-04-22,7851100.0,887183.0,138426607.0,109000.0,-2800.0,-2.5,5361100.0,589379.0,0.0,622284748.0,0.0,0.0,0.0,0.0,6600.0,727.0,2490000.0,297804.0,2490000.0,297804.0,2490000.0,297804.0,2496600.0,298531.0,5541,4.66,21.02,10.5,1798030000000.0,7784914,68853100,121896600,126321700,110300,111140.0,112550.0,1532.3185047502352,1981.1612756158938
2024-04-23,2505218.0,276687.0,140077567.0,110300.0,1300.0,1.19,2397300.0,264104.0,2.0,622284748.0,0.0,0.0,0.0,0.0,21900.0,2417.0,107900.0,12581.0,107918.0,12581.0,107900.0,12581.0,129818.0,14998.0,5541,4.66,21.02,10.5,1798030000000.0,7784914,68853100,121896600,126321700,112300,111280.0,112520.0,1614.6206984923724,1982.5908974537995
2024-04-24,4233700.0,472701.0,142617505.0,112300.0,2000.0,1.81,4037600.0,451063.0,1.0,622284748.0,0.0,0.0,0.0,0.0,0.0,0.0,98600.0,11635.0,98600.0,11635.0,98600.0,11635.0,98600.0,11635.0,5541,4.66,21.02,10.5,1798030000000.0,7784914,68853100,121896600,126321700,120100,112700.0,113230.0,4335.320057389074,3119.134495336806
2024-04-25,10945700.0,1299239.0,152523262.0,120100.0,7800.0,6.95,10158700.0,1204720.0,2.0,622284748.0,0.0,0.0,1800.0,204.0,5150.0,612.0,787000.0,94519.0,787000.0,94519.0,788800.0,94723.0,792150.0,95131.0,5541,4.66,21.02,10.5,1798030000000.0,7784914,68853100,121896600,126321700,123200,114980.0,114170.0,6297.380407756864,4444.734712743456
2024-04-26,9215500.0,1158686.0,156460165.0,123200.0,3100.0,2.58,5707700.0,708164.0,0.0,622284748.0,21918.0,0.0,0.0,0.0,3200.0,398.0,3487800.0,448182.0,3465900.0,445368.0,3487800.0,448182.0,3469100.0,445766.0,5541,4.66,21.02,10.5,1798030000000.0,7784914,68853100,121896600,126321700,123200,117820.0,115000.0,6125.928501051902,5290.662634407065
