Date,Total Volume,Total Value,Market Cap,Closing Price,Price Change,Price Change %,Matched Volume,Matched Value,Foreign Investor Room,Remaining Room Shares,Remaining Room %,Matched Buy Volume,Matched Buy Value,Matched Sell Volume,Matched Sell Value,Negotiated Buy Volume,Negotiated Buy Value,Negotiated Sell Volume,Negotiated Sell Value,Total Buy Volume,Total Buy Value,Total Sell Volume,Total Sell Value
2024-05-10,4168700.0,543191.0,166365923.0,131000.0,700.0,0.54,3789700.0,494172.0,622284748.0,0.0,0.0,0.0,0.0,380200.0,49773.0,255000.0,33992.0,255000.0,33992.0,255000.0,33992.0,635200.0,83764.0
2024-05-13,4360200.0,577287.0,164714963.0,129700.0,-1300.0,-0.99,1852200.0,240663.0,622284748.0,0.0,0.0,0.0,0.0,39400.0,5124.0,2328000.0,314280.0,2328000.0,314280.0,2328000.0,314280.0,2367400.0,319404.0
2024-05-14,3151900.0,414149.0,165730938.0,130500.0,800.0,0.62,2304600.0,300958.0,622284748.0,0.0,0.0,3969.0,507.0,152.0,13.0,847300.0,113192.0,847300.0,113192.0,851269.0,113699.0,847452.0,113205.0
2024-05-15,4717700.0,627531.0,170302826.0,134100.0,3600.0,2.76,3653100.0,485070.0,622284748.0,0.0,0.0,200.0,26.0,800.0,106.0,776600.0,105422.0,396600.0,54344.0,776800.0,105448.0,397400.0,54450.0
2024-05-16,4043900.0,543764.0,171953786.0,135400.0,1300.0,0.97,3119000.0,423780.0,622284748.0,0.0,0.0,5400.0,732.0,277700.0,37840.0,327400.0,45137.0,293400.0,40464.0,332800.0,45869.0,571100.0,78304.0
2024-05-17,3049001.0,410104.0,170810814.0,134500.0,-900.0,-0.66,2306400.0,310275.0,622284748.0,0.0,0.0,152.0,14.0,491900.0,66034.0,524600.0,70891.0,524600.0,70891.0,524752.0,70904.0,1016500.0,136925.0
2024-05-20,3143500.0,423354.0,168905860.0,133000.0,-1500.0,-1.12,2013500.0,270495.0,622284748.0,0.0,0.0,800.0,108.0,27900.0,3769.0,1100000.0,148838.0,1100000.0,148838.0,1100800.0,148946.0,1127900.0,152607.0
2024-05-21,4206300.0,566508.0,172715767.0,136000.0,3000.0,2.26,3471900.0,467061.0,622284748.0,0.0,0.0,277700.0,37212.0,607768.0,81607.0,734400.0,99449.0,734400.0,99449.0,1012100.0,136661.0,1342168.0,181056.0
2024-05-22,7132400.0,970471.0,175255705.0,138000.0,2000.0,1.47,4511800.0,621721.0,622284748.0,0.0,0.0,455900.0,62845.0,1006688.0,138773.0,26900.0,3678.0,26900.0,3678.0,482800.0,66523.0,1033588.0,142451.0
2024-05-23,3769000.0,514269.0,174620720.0,137500.0,-500.0,-0.36,3621500.0,493717.0,622284748.0,0.0,0.0,0.0,0.0,1372915.0,187149.0,47500.0,6752.0,47500.0,6752.0,47500.0,6752.0,1420415.0,193901.0
2024-05-24,14134601.0,1885240.0,167508895.0,131900.0,-5600.0,-4.07,13375600.0,1782682.0,622284748.0,0.0,0.0,607768.0,83182.0,3271747.0,438575.0,500000.0,67180.0,500000.0,67180.0,1107768.0,150362.0,3771747.0,505755.0
2024-05-27,6121100.0,808830.0,168651867.0,132800.0,900.0,0.68,5157800.0,682267.0,622284748.0,0.0,0.0,1006688.0,133885.0,786500.0,104073.0,778300.0,103290.0,778300.0,103290.0,1784988.0,237175.0,1564800.0,207363.0
2024-05-28,5419500.0,728079.0,173985736.0,137000.0,4200.0,3.16,4625300.0,623833.0,622284748.0,0.0,0.0,1122915.0,150601.0,534012.0,71707.0,250000.0,33500.0,0.0,0.0,1372915.0,184101.0,534012.0,71707.0
2024-05-29,6107600.0,830817.0,172334776.0,135700.0,-1300.0,-0.95,5837600.0,793587.0,622284748.0,603909.0,0.05,2417838.0,328272.0,1668251.0,226792.0,250000.0,34500.0,0.0,0.0,2667838.0,362772.0,1668251.0,226792.0
2024-05-30,7301300.0,970579.0,171445798.0,135000.0,-700.0,-0.52,7261300.0,965211.0,622284748.0,1349609.0,0.11,1348900.0,179663.0,2876100.0,382399.0,0.0,0.0,0.0,0.0,1348900.0,179663.0,2876100.0,382399.0
2024-05-31,2696600.0,362972.0,170937811.0,134600.0,-400.0,-0.3,2633500.0,354488.0,622284748.0,534061.0,0.04,533900.0,71756.0,178700.0,24089.0,63100.0,8484.0,63100.0,8484.0,597000.0,80241.0,241800.0,32573.0
2024-06-03,7773600.0,1062261.0,173858739.0,136900.0,2300.0,1.71,7773600.0,1062261.0,622284748.0,1668251.0,0.13,1244000.0,169893.0,1988200.0,271684.0,0.0,0.0,0.0,0.0,1244000.0,169893.0,1988200.0,271684.0
2024-06-04,7049800.0,979413.0,176652671.0,139100.0,2200.0,1.61,7009800.0,973897.0,622284748.0,3300052.0,0.26,1943500.0,270084.0,1234600.0,171566.0,0.0,0.0,0.0,0.0,1943500.0,270084.0,1234600.0,171566.0
2024-06-05,6341801.0,898304.0,177922639.0,140100.0,1000.0,0.72,6321600.0,895476.0,622284748.0,1535081.0,0.12,1534600.0,217748.0,1972800.0,278766.0,0.0,0.0,0.0,0.0,1534600.0,217748.0,1972800.0,278766.0
2024-06-06,5231800.0,734435.0,177287655.0,139600.0,-500.0,-0.36,5211800.0,731829.0,622284748.0,1988231.0,0.16,333900.0,46858.0,1928800.0,271071.0,0.0,0.0,0.0,0.0,333900.0,46858.0,1928800.0,271071.0
2024-06-07,3976600.0,561621.0,180335580.0,142000.0,2400.0,1.72,3756900.0,530586.0,622284748.0,2888237.0,0.23,881800.0,124524.0,1058700.0,149496.0,219700.0,31035.0,219700.0,31035.0,1101500.0,155559.0,1278400.0,180531.0
2024-06-10,3775400.0,542408.0,182875518.0,144000.0,2000.0,1.41,3775400.0,542408.0,622284748.0,3942973.0,0.31,130800.0,18797.0,1329500.0,190834.0,0.0,0.0,0.0,0.0,130800.0,18797.0,1329500.0,190834.0
2024-06-11,8418500.0,1236119.0,186050440.0,146500.0,2500.0,1.74,6327300.0,915257.0,622284748.0,5704776.0,0.45,244800.0,35410.0,2045700.0,295391.0,0.0,0.0,0.0,0.0,244800.0,35410.0,2045700.0,295391.0
2024-06-12,11215500.0,1464082.0,167635892.0,132000.0,5500.0,4.35,11215500.0,1464082.0,622284748.0,5971206.0,0.47,547440.0,71413.0,4328151.0,566705.0,0.0,0.0,0.0,0.0,547440.0,71413.0,4328151.0,566705.0
2024-06-13,8676200.0,1137718.0,165095954.0,130000.0,-2000.0,-1.52,8136200.0,1066858.0,622284748.0,6954432.0,0.55,346290.0,45429.0,5350835.0,701527.0,0.0,0.0,500000.0,65564.0,346290.0,45429.0,5850835.0,767091.0
2024-06-14,6607200.0,861029.0,166365923.0,131000.0,1000.0,0.77,6406200.0,834853.0,622284748.0,7931127.0,0.62,1069099.0,138974.0,2210300.0,287481.0,0.0,0.0,0.0,0.0,1069099.0,138974.0,2210300.0,287481.0
2024-06-17,4867600.0,631221.0,163571991.0,128800.0,-2200.0,-1.68,4867600.0,631221.0,622284748.0,11965986.0,0.94,293292.0,37964.0,1149700.0,148963.0,0.0,0.0,0.0,0.0,293292.0,37964.0,1149700.0,148963.0
2024-06-18,6936800.0,893871.0,162556016.0,128000.0,-800.0,-0.62,6680000.0,860576.0,622284748.0,17294378.0,1.36,522443.0,67085.0,2860719.0,368915.0,75800.0,9765.0,75800.0,9765.0,598243.0,76850.0,2936519.0,378680.0
2024-06-19,10269200.0,1321426.0,192048921.0,131500.0,3500.0,2.73,9669200.0,1249784.0,622284748.0,18991302.0,1.3,513376.0,66712.0,2228800.0,288611.0,0.0,0.0,0.0,0.0,513376.0,66712.0,2228800.0,288611.0
2024-06-20,11060700.0,1477679.0,194677727.0,133300.0,1800.0,1.37,10465700.0,1404641.0,622284748.0,19489204.0,1.33,580798.0,77651.0,2555814.0,343051.0,0.0,0.0,0.0,0.0,580798.0,77651.0,2555814.0,343051.0
2024-06-21,7653300.0,1034712.0,198766982.0,136100.0,2800.0,2.1,7653300.0,1034712.0,622284748.0,21334370.0,1.46,1019553.0,137267.0,2696000.0,364332.0,0.0,0.0,0.0,0.0,1019553.0,137267.0,2696000.0,364332.0
2024-06-24,14390900.0,1936123.0,192925190.0,132100.0,-4000.0,-2.94,13186900.0,1762003.0,622284748.0,22155418.0,1.52,1487752.0,198294.0,5900038.0,788716.0,0.0,0.0,0.0,0.0,1487752.0,198294.0,5900038.0,788716.0
2024-06-25,14050143.0,1821409.0,189858249.0,130000.0,-2100.0,-1.59,13706800.0,1776774.0,622284748.0,23101114.0,1.58,1610118.0,208693.0,3650978.0,473598.0,343343.0,44635.0,343343.0,44635.0,1953461.0,253327.0,3994321.0,518233.0
2024-06-26,7221400.0,941975.0,192487055.0,131800.0,1800.0,1.38,7147400.0,932098.0,622284748.0,24722275.0,1.69,1098839.0,144003.0,3020000.0,393613.0,0.0,0.0,0.0,0.0,1098839.0,144003.0,3020000.0,393613.0
2024-06-27,6527700.0,863129.0,193947503.0,132800.0,1000.0,0.76,6403700.0,847765.0,622284748.0,29840072.0,2.04,780841.0,103548.0,1547500.0,204608.0,0.0,0.0,0.0,0.0,780841.0,103548.0,1547500.0,204608.0
2024-06-28,6633000.0,873567.0,190588473.0,130500.0,-2300.0,-1.73,6633000.0,873567.0,622284748.0,32664870.0,2.24,826180.0,108263.0,2761305.0,364069.0,0.0,0.0,0.0,0.0,826180.0,108263.0,2761305.0,364069.0
2024-07-01,6454000.0,833530.0,187813621.0,128600.0,-1900.0,-1.46,6376000.0,822641.0,622284748.0,35323162.0,2.42,271708.0,35071.0,2200514.0,283986.0,0.0,0.0,0.0,0.0,271708.0,35071.0,2200514.0,283986.0
2024-07-02,7560001.0,983351.0,186937352.0,128000.0,-600.0,-0.47,6720600.0,873661.0,622284748.0,34924968.0,2.39,1855694.0,242009.0,1505200.0,195627.0,839400.0,109691.0,839400.0,109691.0,2695094.0,351700.0,2344600.0,305317.0
2024-07-03,7884101.0,1038018.0,191318697.0,131000.0,3000.0,2.34,7634100.0,1005103.0,622284748.0,36418149.0,2.49,1178124.0,155150.0,1267630.0,166899.0,250000.0,32915.0,250000.0,32915.0,1428124.0,188065.0,1517630.0,199814.0
2024-07-04,8117900.0,1088488.0,198328847.0,135800.0,4800.0,3.66,8117900.0,1088488.0,622284748.0,37245083.0,2.55,1283580.0,172278.0,1122335.0,149950.0,0.0,0.0,0.0,0.0,1283580.0,172278.0,1122335.0,149950.0
2024-07-05,7809400.0,1080849.0,202564147.0,138700.0,2900.0,2.14,7789400.0,1078089.0,622284748.0,37950269.0,2.6,821014.0,113400.0,2777090.0,384391.0,0.0,0.0,0.0,0.0,821014.0,113400.0,2777090.0,384391.0
2024-07-08,6105700.0,848068.0,203878550.0,139600.0,900.0,0.65,5865700.0,814734.0,622284748.0,38567480.0,2.64,692419.0,96232.0,2587900.0,359402.0,240000.0,33336.0,240000.0,33336.0,932419.0,129567.0,2827900.0,392737.0
2024-07-09,9696100.0,1329763.0,200811609.0,137500.0,-2100.0,-1.5,9676100.0,1327023.0,622284748.0,39710815.0,2.72,1060600.0,145458.0,6018900.0,825456.0,0.0,0.0,0.0,0.0,1060600.0,145458.0,6018900.0,825456.0
2024-07-10,6337700.0,859025.0,195700041.0,134000.0,-3500.0,-2.55,6294700.0,853168.0,622284748.0,41448078.0,2.84,386200.0,52405.0,2911500.0,395219.0,0.0,0.0,0.0,0.0,386200.0,52405.0,2911500.0,395219.0
2024-07-11,6882100.0,919164.0,194239593.0,133000.0,-1000.0,-0.75,6842100.0,913790.0,622284748.0,43649442.0,2.99,1003900.0,134242.0,3980000.0,531602.0,0.0,0.0,0.0,0.0,1003900.0,134242.0,3980000.0,531602.0
2024-07-12,3590000.0,480953.0,195407951.0,133800.0,800.0,0.6,3553400.0,476050.0,622284748.0,48706339.0,3.34,559400.0,74768.0,920000.0,123197.0,36600.0,4903.0,36600.0,4903.0,596000.0,79671.0,956600.0,128101.0
2024-07-15,3067200.0,408778.0,193801458.0,132700.0,-1100.0,-0.82,3067200.0,408778.0,622284748.0,51058320.0,3.5,868300.0,115500.0,1002200.0,133642.0,0.0,0.0,0.0,0.0,868300.0,115500.0,1002200.0,133642.0
2024-07-16,4322200.0,576151.0,195700041.0,134000.0,1300.0,0.98,4002300.0,533549.0,622284748.0,54211887.0,3.71,1625500.0,216556.0,1165500.0,155293.0,349900.0,46604.0,349900.0,46604.0,1975400.0,263160.0,1515400.0,201898.0
2024-07-17,6970100.0,921795.0,192633100.0,131900.0,-2100.0,-1.57,6970100.0,921795.0,715619552.0,55004105.0,3.77,2234900.0,294587.0,1002800.0,133060.0,0.0,0.0,0.0,0.0,2234900.0,294587.0,1002800.0,133060.0
2024-07-18,10825201.0,1395242.0,186791308.0,127900.0,-4000.0,-3.03,10800200.0,1391942.0,715619552.0,53771380.0,3.68,1061600.0,136943.0,3792600.0,488940.0,0.0,0.0,0.0,0.0,1061600.0,136943.0,3792600.0,488940.0
2024-07-19,6576700.0,836050.0,184016456.0,126000.0,-1900.0,-1.49,6551700.0,832650.0,715619552.0,53875211.0,3.69,428100.0,54170.0,2220900.0,282318.0,0.0,0.0,0.0,0.0,428100.0,54170.0,2220900.0,282318.0
2024-07-22,6216900.0,772289.0,181241605.0,124100.0,-1900.0,-1.51,6216900.0,772289.0,715619552.0,54449861.0,3.73,1989600.0,246999.0,1492400.0,185691.0,0.0,0.0,0.0,0.0,1989600.0,246999.0,1492400.0,185691.0
2024-07-23,5411600.0,684282.0,183286232.0,125500.0,1400.0,1.13,5311600.0,672732.0,715619552.0,56263395.0,3.85,1080800.0,137041.0,1069400.0,135678.0,0.0,0.0,0.0,0.0,1080800.0,137041.0,1069400.0,135678.0
2024-07-24,4171700.0,523540.0,184016456.0,126000.0,500.0,0.4,4151700.0,520860.0,715619552.0,57412334.0,3.93,851500.0,106816.0,1468400.0,184199.0,20000.0,2680.0,0.0,0.0,871500.0,109496.0,1468400.0,184199.0
2024-07-25,3248401.0,405880.0,182556008.0,125000.0,-1000.0,-0.79,2563400.0,319819.0,715619552.0,58033170.0,3.97,798400.0,99653.0,601200.0,74952.0,620000.0,77354.0,620000.0,77354.0,1418400.0,177006.0,1221200.0,152306.0
2024-07-26,6683700.0,826250.0,186937352.0,128000.0,3000.0,2.4,3951100.0,497176.0,715619552.0,58400204.0,4.0,1264600.0,159135.0,906000.0,113561.0,1182600.0,148810.0,1182600.0,148810.0,2447200.0,307945.0,2088600.0,262371.0
2024-07-29,5009800.0,651610.0,188397801.0,129000.0,1000.0,0.78,4859800.0,631075.0,715619552.0,58619990.0,4.01,2038800.0,264706.0,1635600.0,212329.0,0.0,0.0,0.0,0.0,2038800.0,264706.0,1635600.0,212329.0
2024-07-30,2423800.0,309900.0,186937352.0,128000.0,-1000.0,-0.78,2373800.0,303850.0,715619552.0,57192297.0,3.92,2038800.0,264706.0,1635600.0,212329.0,0.0,0.0,0.0,0.0,2038800.0,264706.0,1635600.0,212329.0
2024-07-31,3094200.0,395468.0,187813621.0,128600.0,600.0,0.47,2869200.0,366616.0,715619552.0,57363527.0,3.93,1427700.0,182700.0,757000.0,96682.0,225000.0,28853.0,225000.0,28853.0,1652700.0,211553.0,982000.0,125536.0
2024-08-01,6870301.0,866879.0,182263919.0,124800.0,-3800.0,-2.95,6870300.0,866879.0,715619552.0,57595364.0,3.94,759000.0,95998.0,2042700.0,259170.0,0.0,0.0,0.0,0.0,759000.0,95998.0,2042700.0,259170.0
2024-08-02,10157200.0,1246526.0,179927202.0,123200.0,-1600.0,-1.28,9944700.0,1221179.0,715619552.0,57520250.0,3.94,1436700.0,176667.0,1182000.0,144961.0,0.0,0.0,0.0,0.0,1436700.0,176667.0,1182000.0,144961.0
2024-08-05,10415200.0,1254100.0,173209141.0,118600.0,-4600.0,-3.73,10415200.0,1254100.0,715619552.0,56840449.0,3.89,2134200.0,256997.0,2872000.0,345909.0,0.0,0.0,0.0,0.0,2134200.0,256997.0,2872000.0,345909.0
2024-08-06,7021850.0,847027.0,176422126.0,120800.0,2200.0,1.85,6728100.0,812059.0,715619552.0,56748548.0,3.89,1439000.0,173728.0,2355700.0,284202.0,209100.0,25238.0,239100.0,28942.0,1648100.0,198965.0,2594800.0,313143.0
2024-08-07,2822800.0,341315.0,178174664.0,122000.0,1200.0,0.99,2822800.0,341315.0,715619552.0,56489876.0,3.87,1007600.0,122055.0,704900.0,85090.0,0.0,0.0,0.0,0.0,1007600.0,122055.0,704900.0,85090.0
2024-08-08,3231431.0,393129.0,177298395.0,121400.0,-600.0,-0.49,2654900.0,322995.0,715619552.0,58355130.0,4.0,919200.0,111772.0,897000.0,109211.0,576531.0,70134.0,576531.0,70134.0,1495731.0,181905.0,1473531.0,179345.0
2024-08-09,6011400.0,748943.0,185330860.0,126900.0,5500.0,4.53,5496400.0,684744.0,715619552.0,59821871.0,4.1,2076800.0,258798.0,800800.0,99297.0,515000.0,64201.0,515000.0,64201.0,2591800.0,322999.0,1315800.0,163498.0
2024-08-12,6775001.0,872913.0,189858249.0,130000.0,3100.0,2.44,6183500.0,797496.0,715619552.0,58327789.0,3.99,2168400.0,279329.0,1000800.0,129091.0,500000.0,64608.0,500000.0,64608.0,2668400.0,343937.0,1500800.0,193699.0
2024-08-13,4362901.0,563715.0,189420114.0,129700.0,-300.0,-0.23,4097900.0,529462.0,715619552.0,57000310.0,3.9,1515700.0,195960.0,891400.0,115049.0,187000.0,24155.0,217000.0,28013.0,1702700.0,220115.0,1108400.0,143063.0
2024-08-14,3822200.0,489612.0,189128025.0,129500.0,-200.0,-0.15,2862200.0,372246.0,715619552.0,56285627.0,3.85,952100.0,123682.0,579300.0,75268.0,150000.0,19486.0,170000.0,22015.0,1102100.0,143169.0,749300.0,97283.0
2024-08-15,2305600.0,296851.0,187959666.0,128700.0,-800.0,-0.62,2257600.0,290611.0,715619552.0,56334130.0,3.86,817300.0,105192.0,201700.0,25989.0,0.0,0.0,0.0,0.0,817300.0,105192.0,201700.0,25989.0
2024-08-16,5486600.0,714680.0,190734517.0,130600.0,1900.0,1.48,5093600.0,663590.0,715619552.0,56449371.0,3.87,847300.0,110389.0,646700.0,84092.0,0.0,0.0,0.0,0.0,847300.0,110389.0,646700.0,84092.0
2024-08-19,2554862.0,333416.0,190588473.0,130500.0,-100.0,-0.08,2498400.0,326051.0,715619552.0,56201318.0,3.85,267800.0,34937.0,505700.0,65959.0,36400.0,4745.0,36400.0,4745.0,304200.0,39683.0,542100.0,70705.0
2024-08-20,3984400.0,523952.0,192048921.0,131500.0,1000.0,0.77,3741400.0,492119.0,715619552.0,56135326.0,3.84,1186400.0,155996.0,211500.0,27852.0,0.0,0.0,0.0,0.0,1186400.0,155996.0,211500.0,27852.0
2024-08-21,6471900.0,855021.0,194969817.0,133500.0,2000.0,1.52,6119700.0,808777.0,715619552.0,55595653.0,3.81,2677900.0,353955.0,606900.0,80108.0,0.0,0.0,0.0,0.0,2677900.0,353955.0,606900.0,80108.0
2024-08-22,3560500.0,477023.0,195407951.0,133800.0,300.0,0.22,3020500.0,404697.0,715619552.0,52068658.0,3.57,1354720.0,181445.0,321675.0,43100.0,500000.0,66992.0,500000.0,66992.0,1854720.0,248436.0,821675.0,110091.0
2024-08-23,3325001.0,442160.0,194385638.0,133100.0,-700.0,-0.52,3055000.0,406247.0,715619552.0,50776306.0,3.48,1496170.0,198989.0,576595.0,76670.0,270000.0,35914.0,270000.0,35914.0,1766170.0,234903.0,846595.0,112584.0
2024-08-26,2758200.0,364394.0,192048921.0,131500.0,-1600.0,-1.2,2590300.0,342213.0,715619552.0,50849358.0,3.48,534200.0,70572.0,116300.0,15414.0,167900.0,22182.0,167900.0,22182.0,702100.0,92754.0,284200.0,37596.0
2024-08-27,2989900.0,393505.0,193509369.0,132500.0,1000.0,0.76,2338500.0,308172.0,715619552.0,50155428.0,3.43,1015605.0,133869.0,92548.0,12193.0,0.0,0.0,0.0,0.0,1015605.0,133869.0,92548.0,12193.0
2024-08-28,2909701.0,388745.0,194677727.0,133300.0,800.0,0.6,2711500.0,362337.0,715619552.0,49464468.0,3.39,1267555.0,169377.0,227238.0,30368.0,198200.0,26409.0,198200.0,26409.0,1465755.0,195786.0,425438.0,56777.0
2024-08-29,2637701.0,351244.0,195261906.0,133700.0,400.0,0.3,2092700.0,278675.0,715619552.0,49580768.0,3.39,1082100.0,144145.0,238200.0,31696.0,525000.0,69912.0,525000.0,69912.0,1607100.0,214057.0,763200.0,101607.0
