Date,Total Volume,Total Value,Market Cap,Closing Price,Price Change,Price Change %,Matched Volume,Matched Value,Foreign Investor Room,Remaining Room Shares,Remaining Room %,Matched Buy Volume,Matched Buy Value,Matched Sell Volume,Matched Sell Value,Negotiated Buy Volume,Negotiated Buy Value,Negotiated Sell Volume,Negotiated Sell Value,Total Buy Volume,Total Buy Value,Total Sell Volume,Total Sell Value
2024-08-30,3379800.0,454881.0,196868399.0,134800.0,1100.0,0.82,3315800.0,446145.0,715619552.0,47169389.0,3.23,1422600.0,191350.0,24500.0,3293.0,0.0,0.0,0.0,0.0,1422600.0,191350.0,24500.0,3293.0
2024-09-04,4735200.0,626701.0,194239593.0,133000.0,-1800.0,-1.34,4535200.0,600247.0,715619552.0,47396627.0,3.25,1154600.0,153096.0,1762600.0,233163.0,400000.0,52911.0,400000.0,52911.0,1554600.0,206007.0,2162600.0,286074.0
2024-09-05,8055600.0,1051193.0,190734517.0,130600.0,-2400.0,-1.8,8055600.0,1051193.0,715619552.0,46480237.0,3.18,1836700.0,239256.0,3917600.0,511464.0,0.0,0.0,0.0,0.0,1836700.0,239256.0,3917600.0,511464.0
2024-09-06,4251400.0,560476.0,192925190.0,132100.0,1500.0,1.15,3821400.0,503724.0,715619552.0,44667914.0,3.06,2215700.0,292082.0,672000.0,88493.0,400000.0,52793.0,430000.0,56753.0,2615700.0,344875.0,1102000.0,145247.0
2024-09-09,2885201.0,377085.0,191756831.0,131300.0,-800.0,-0.61,2885200.0,377085.0,715619552.0,44214926.0,3.03,606000.0,79334.0,1439600.0,188125.0,0.0,0.0,0.0,0.0,606000.0,79334.0,1439600.0,188125.0
2024-09-10,4195101.0,546653.0,189858249.0,130000.0,-1300.0,-0.99,4195100.0,546653.0,715619552.0,46293277.0,3.17,1235382.0,160995.0,2037939.0,265692.0,0.0,0.0,0.0,0.0,1235382.0,160995.0,2037939.0,265692.0
2024-09-11,3590400.0,468331.0,190734517.0,130600.0,600.0,0.46,3190400.0,416155.0,715619552.0,44991604.0,3.08,1949700.0,254325.0,879040.0,114476.0,400000.0,52176.0,400000.0,52176.0,2349700.0,306501.0,1279040.0,166652.0
2024-09-12,4368000.0,576317.0,193217279.0,132300.0,1700.0,1.3,4118000.0,543297.0,715619552.0,44236758.0,3.03,2194446.0,289430.0,1311030.0,172728.0,250000.0,33020.0,250000.0,33020.0,2444446.0,322450.0,1561030.0,205748.0
2024-09-13,3935700.0,523101.0,194239593.0,133000.0,700.0,0.53,3186800.0,423783.0,715619552.0,44585697.0,3.05,1695000.0,225442.0,167400.0,22241.0,627900.0,83498.0,687900.0,91424.0,2322900.0,308940.0,855300.0,113666.0
2024-09-16,2295700.0,302263.0,191464741.0,131100.0,-1900.0,-1.43,1915700.0,252145.0,715619552.0,44837442.0,3.07,531295.0,69888.0,207300.0,27306.0,380000.0,50118.0,300000.0,39486.0,911295.0,120006.0,507300.0,66792.0
2024-09-17,3621400.0,482742.0,194093548.0,132900.0,1800.0,1.37,2651400.0,350670.0,715619552.0,44293152.0,3.03,1855320.0,245342.0,409400.0,54184.0,0.0,0.0,20000.0,2572.0,1855320.0,245342.0,429400.0,56756.0
2024-09-18,5449600.0,731997.0,196576310.0,134600.0,1700.0,1.28,5379600.0,722775.0,715619552.0,42427346.0,2.91,2093206.0,280901.0,1244625.0,167112.0,0.0,0.0,70000.0,9222.0,2093206.0,280901.0,1314625.0,176334.0
2024-09-19,5154300.0,695884.0,197452579.0,135200.0,600.0,0.45,5154300.0,695884.0,715619552.0,40738683.0,2.79,1895963.0,255777.0,1633745.0,220341.0,0.0,0.0,0.0,0.0,1895963.0,255777.0,1633745.0,220341.0
2024-09-20,3719700.0,506352.0,197598623.0,135300.0,100.0,0.07,3719700.0,506352.0,715619552.0,39984382.0,2.74,1183201.0,160994.0,1318487.0,179378.0,0.0,0.0,0.0,0.0,1183201.0,160994.0,1318487.0,179378.0
2024-09-23,3482200.0,462669.0,195700041.0,134000.0,-1300.0,-0.96,2441200.0,327877.0,715619552.0,40619322.0,2.78,715685.0,96269.0,666100.0,89470.0,440000.0,59009.0,440000.0,59009.0,1155685.0,155278.0,1106100.0,148478.0
2024-09-24,2755516.0,367917.0,196430265.0,134500.0,500.0,0.37,2011400.0,269631.0,715619552.0,41595917.0,2.85,657150.0,88097.0,528218.0,70771.0,530000.0,71050.0,560000.0,74929.0,1187150.0,159147.0,1088218.0,145700.0
2024-09-25,4679900.0,628229.0,196868399.0,134800.0,300.0,0.22,4479900.0,601385.0,715619552.0,40757401.0,2.79,2157003.0,289628.0,1824696.0,244890.0,200000.0,26845.0,200000.0,26845.0,2357003.0,316473.0,2024696.0,271735.0
2024-09-26,3080600.0,413686.0,196138175.0,134300.0,-500.0,-0.37,2815600.0,378102.0,715619552.0,40552917.0,2.78,900584.0,120920.0,896449.0,120341.0,265000.0,35585.0,265000.0,35585.0,1165584.0,156505.0,1161449.0,155926.0
2024-09-27,3552800.0,475614.0,195992130.0,134200.0,-100.0,-0.07,3352800.0,448848.0,715619552.0,39232820.0,2.69,1880715.0,251811.0,1112286.0,148881.0,200000.0,26767.0,200000.0,26767.0,2080715.0,278579.0,1312286.0,175649.0
2024-09-30,3278500.0,438011.0,196430265.0,134500.0,300.0,0.22,3030500.0,404863.0,715619552.0,39274758.0,2.69,1788758.0,239009.0,1455825.0,194202.0,248000.0,33148.0,248000.0,33148.0,2036758.0,272157.0,1703825.0,227350.0
2024-10-01,6887000.0,936206.0,198474892.0,135900.0,1400.0,1.04,4725900.0,642311.0,715619552.0,37495846.0,2.57,2675361.0,363605.0,255201.0,34650.0,161100.0,21896.0,161100.0,21896.0,2836461.0,385501.0,416301.0,56545.0
2024-10-02,2369200.0,320553.0,197744668.0,135400.0,-500.0,-0.37,1719800.0,232879.0,715619552.0,37594785.0,2.57,1013347.0,137232.0,130300.0,17638.0,177000.0,23984.0,567100.0,76812.0,1190347.0,161216.0,697400.0,94450.0
2024-10-03,3631801.0,491217.0,195700041.0,134000.0,-1400.0,-1.03,2300800.0,311077.0,715619552.0,38888592.0,2.66,162018.0,21946.0,578250.0,78248.0,0.0,0.0,0.0,0.0,162018.0,21946.0,578250.0,78248.0
2024-10-04,1468400.0,196794.0,195846086.0,134100.0,100.0,0.07,1468400.0,196794.0,715619552.0,38953219.0,2.67,190574.0,25528.0,228130.0,30542.0,0.0,0.0,0.0,0.0,190574.0,25528.0,228130.0,30542.0
2024-10-07,1901501.0,254742.0,195846086.0,134100.0,0.0,0.0,1330500.0,178342.0,715619552.0,39329732.0,2.69,143887.0,19292.0,326500.0,43759.0,0.0,0.0,0.0,0.0,143887.0,19292.0,326500.0,43759.0
2024-10-08,2108601.0,282819.0,195407951.0,133800.0,-300.0,-0.22,2108600.0,282819.0,715619552.0,39568205.0,2.71,339777.0,45539.0,740761.0,99312.0,0.0,0.0,0.0,0.0,339777.0,45539.0,740761.0,99312.0
2024-10-09,2819900.0,381343.0,197744668.0,135400.0,1600.0,1.2,2619900.0,354277.0,715619552.0,38954185.0,2.67,842150.0,113874.0,307600.0,41578.0,200000.0,27068.0,200000.0,27068.0,1042150.0,140941.0,507600.0,68646.0
2024-10-10,10102200.0,1412918.0,206945491.0,141700.0,6300.0,4.65,9952200.0,1392002.0,715619552.0,36402984.0,2.49,2857701.0,399426.0,549300.0,77167.0,20000.0,2788.0,100000.0,14019.0,2877701.0,402214.0,649300.0,91186.0
2024-10-11,3863600.0,543221.0,203878550.0,139600.0,-2100.0,-1.48,3813600.0,536152.0,715619552.0,36397694.0,2.49,709051.0,99696.0,1384100.0,194429.0,50000.0,7069.0,50000.0,7069.0,759051.0,106765.0,1434100.0,201498.0
2024-10-14,5635300.0,781315.0,200957654.0,137600.0,-2000.0,-1.43,5605300.0,777265.0,715619552.0,40112527.0,2.75,948066.0,131452.0,2211400.0,307226.0,0.0,0.0,30000.0,4050.0,948066.0,131452.0,2241400.0,311276.0
2024-10-15,2910800.0,400187.0,201536478.0,137000.0,-600.0,-0.44,2860800.0,392997.0,715619552.0,36206008.0,2.46,220520.0,30269.0,1079120.0,148270.0,0.0,0.0,0.0,0.0,220520.0,30269.0,1079120.0,148270.0
2024-10-16,2796001.0,381672.0,200506730.0,136300.0,-700.0,-0.51,2756000.0,376146.0,715619552.0,37467357.0,2.55,102751.0,14009.0,615129.0,83966.0,20000.0,2826.0,20000.0,2700.0,122751.0,16835.0,635129.0,86666.0
2024-10-17,3769200.0,518205.0,201536478.0,137000.0,700.0,0.51,2579200.0,351605.0,715619552.0,39708757.0,2.7,675200.0,91963.0,821300.0,112037.0,0.0,0.0,0.0,0.0,675200.0,91963.0,821300.0,112037.0
2024-10-18,2169401.0,297523.0,201536478.0,137000.0,0.0,0.0,2169400.0,297523.0,715619552.0,39343287.0,2.67,769240.0,105434.0,609138.0,83506.0,0.0,0.0,0.0,0.0,769240.0,105434.0,609138.0,83506.0
2024-10-21,2861300.0,390792.0,199329874.0,135500.0,-1500.0,-1.09,2681300.0,366269.0,715619552.0,39304816.0,2.67,673600.0,92306.0,1139170.0,155568.0,180000.0,24524.0,180000.0,24524.0,853600.0,116830.0,1319170.0,180092.0
2024-10-22,6174500.0,828775.0,195799308.0,133100.0,-2400.0,-1.77,6009200.0,806437.0,715619552.0,39269295.0,2.67,856896.0,115352.0,930841.0,125142.0,65300.0,8738.0,65300.0,8738.0,922196.0,124090.0,996141.0,133880.0
2024-10-23,3015101.0,403480.0,197417484.0,134200.0,1100.0,0.83,3015100.0,403480.0,715619552.0,39198655.0,2.66,679778.0,91012.0,399648.0,53435.0,0.0,0.0,0.0,0.0,679778.0,91012.0,399648.0,53435.0
2024-10-24,2277201.0,305372.0,197564591.0,134300.0,100.0,0.07,2277200.0,305372.0,715619552.0,39250210.0,2.67,1087615.0,145790.0,564800.0,75634.0,0.0,0.0,0.0,0.0,1087615.0,145790.0,564800.0,75634.0
2024-10-25,1839000.0,246286.0,197123271.0,134000.0,-300.0,-0.22,1839000.0,246286.0,715619552.0,39664051.0,2.7,517000.0,69219.0,482354.0,64547.0,0.0,0.0,0.0,0.0,517000.0,69219.0,482354.0,64547.0
2024-10-28,1506001.0,202644.0,198447233.0,134900.0,900.0,0.67,1506000.0,202644.0,715619552.0,39659396.0,2.7,404303.0,54395.0,34300.0,4601.0,0.0,0.0,0.0,0.0,404303.0,54395.0,34300.0,4601.0
2024-10-29,2649200.0,357688.0,199182767.0,135400.0,500.0,0.37,2459200.0,332036.0,715619552.0,39337886.0,2.67,887810.0,119864.0,988119.0,133370.0,190000.0,25654.0,190000.0,25654.0,1077810.0,145518.0,1178119.0,159024.0
2024-10-30,2059800.0,279238.0,199918302.0,135900.0,500.0,0.37,1709800.0,231778.0,715619552.0,38791073.0,2.64,1029167.0,139445.0,225717.0,30577.0,350000.0,47461.0,350000.0,47461.0,1379167.0,186906.0,575717.0,78038.0
2024-10-31,1341700.0,182016.0,199918302.0,135900.0,0.0,0.0,1241700.0,168453.0,715619552.0,38390253.0,2.61,435120.0,59014.0,472700.0,64099.0,100000.0,13563.0,100000.0,13563.0,535120.0,72577.0,572700.0,77662.0
2024-11-01,2667500.0,358246.0,198005912.0,134600.0,-1300.0,-0.96,2667500.0,358246.0,715619552.0,38784259.0,2.64,594113.0,79874.0,973225.0,130734.0,0.0,0.0,0.0,0.0,594113.0,79874.0,973225.0,130734.0
2024-11-04,3757900.0,501176.0,195357988.0,132800.0,-1800.0,-1.34,3182900.0,424072.0,715619552.0,38324966.0,2.61,685010.0,91260.0,1443815.0,192329.0,188000.0,25015.0,188000.0,25015.0,873010.0,116275.0,1631815.0,217345.0
2024-11-05,2741100.0,366993.0,195063774.0,132600.0,-200.0,-0.15,1657100.0,220031.0,715619552.0,38623356.0,2.63,174310.0,23151.0,601011.0,79777.0,93000.0,12377.0,224000.0,30038.0,267310.0,35527.0,825011.0,109814.0
2024-11-06,1801500.0,241407.0,198005912.0,134600.0,2000.0,1.51,1801500.0,241407.0,715619552.0,39314481.0,2.67,282100.0,37792.0,350200.0,46916.0,0.0,0.0,0.0,0.0,282100.0,37792.0,350200.0,46916.0
2024-11-07,4526500.0,614647.0,198741447.0,135100.0,500.0,0.37,3570500.0,484914.0,715619552.0,40299796.0,2.74,458500.0,62105.0,276710.0,37518.0,0.0,0.0,0.0,0.0,458500.0,62105.0,276710.0,37518.0
2024-11-08,2106300.0,286090.0,199771195.0,135800.0,700.0,0.52,2106300.0,286090.0,715619552.0,40747528.0,2.77,284279.0,38585.0,140213.0,19013.0,0.0,0.0,0.0,0.0,284279.0,38585.0,140213.0,19013.0
2024-11-11,5292000.0,728542.0,203448868.0,138300.0,2500.0,1.84,5292000.0,728542.0,715619552.0,40753943.0,2.77,343785.0,47299.0,308550.0,42380.0,0.0,0.0,0.0,0.0,343785.0,47299.0,308550.0,42380.0
2024-11-12,2964700.0,405661.0,201242264.0,136800.0,-1500.0,-1.08,2914700.0,398840.0,715619552.0,40604167.0,2.76,426486.0,58390.0,763970.0,104380.0,50000.0,6821.0,50000.0,6821.0,476486.0,65211.0,813970.0,111201.0
2024-11-13,3625400.0,497656.0,202713333.0,137800.0,1000.0,0.73,3455400.0,474344.0,715619552.0,39940773.0,2.72,803607.0,110301.0,1010800.0,138604.0,170000.0,23312.0,170000.0,23312.0,973607.0,133613.0,1180800.0,161916.0
2024-11-14,4911301.0,676812.0,200065409.0,136000.0,-1800.0,-1.31,4736300.0,652751.0,715619552.0,39916513.0,2.71,332810.0,45898.0,1784007.0,245770.0,155000.0,21271.0,155000.0,21271.0,487810.0,67169.0,1939007.0,267041.0
2024-11-15,6563600.0,878197.0,196976164.0,133900.0,-2100.0,-1.54,6563600.0,878197.0,715619552.0,40154479.0,2.73,523004.0,69859.0,3049097.0,408113.0,0.0,0.0,0.0,0.0,523004.0,69859.0,3049097.0,408113.0
2024-11-18,3993401.0,533015.0,197123271.0,134000.0,100.0,0.07,3903400.0,520995.0,715619552.0,40112708.0,2.73,1032571.0,137839.0,1244275.0,166004.0,90000.0,12020.0,90000.0,12020.0,1122571.0,149860.0,1334275.0,178024.0
2024-11-19,9152800.0,1211171.0,191238994.0,130000.0,-4000.0,-2.99,7642800.0,1000801.0,715619552.0,40311900.0,2.74,1550815.0,202905.0,3233524.0,424029.0,0.0,0.0,700000.0,99400.0,1550815.0,202905.0,3933524.0,523429.0
2024-11-20,9620300.0,1247809.0,194769560.0,132400.0,2400.0,1.85,8460300.0,1092049.0,715619552.0,41378795.0,2.81,1982202.0,260106.0,3984560.0,510836.0,0.0,0.0,0.0,0.0,1982202.0,260106.0,3984560.0,510836.0
2024-11-21,4329001.0,565732.0,195652201.0,133000.0,600.0,0.45,3176700.0,419155.0,715619552.0,41246023.0,2.8,643047.0,85038.0,1125832.0,148301.0,1006300.0,127251.0,306300.0,40451.0,1649347.0,212289.0,1432132.0,188752.0
2024-11-22,5575900.0,755990.0,196976164.0,133900.0,900.0,0.68,2915900.0,389768.0,720823899.0,49616656.0,3.37,695238.0,92936.0,245643.0,32821.0,0.0,0.0,0.0,0.0,695238.0,92936.0,245643.0,32821.0
2024-11-25,6637700.0,910555.0,196976164.0,133900.0,0.0,0.0,1849700.0,247302.0,720823899.0,52787600.0,3.59,779616.0,104248.0,259500.0,34673.0,0.0,0.0,700000.0,99505.0,779616.0,104248.0,959500.0,134178.0
2024-11-26,4501100.0,607440.0,198888554.0,135200.0,1300.0,0.97,4176100.0,562870.0,720823899.0,52260516.0,3.55,1580916.0,213138.0,561374.0,75512.0,0.0,0.0,0.0,0.0,1580916.0,213138.0,561374.0,75512.0
2024-11-27,13316300.0,1835254.0,204331510.0,138900.0,3700.0,2.74,9814300.0,1358066.0,720823899.0,46583983.0,3.17,5093076.0,704573.0,832973.0,115129.0,950000.0,123620.0,250000.0,34720.0,6043076.0,828193.0,1082973.0,149849.0
2024-11-28,7158700.0,993870.0,205067044.0,139400.0,500.0,0.36,4742700.0,660343.0,720823899.0,45243503.0,3.08,2265980.0,315542.0,626102.0,87230.0,0.0,0.0,0.0,0.0,2265980.0,315542.0,626102.0,87230.0
2024-11-29,13487700.0,1924458.0,212275283.0,144300.0,4900.0,3.52,11586700.0,1652176.0,720823899.0,42501270.0,2.89,3286607.0,467109.0,1618291.0,230067.0,841000.0,120264.0,841000.0,120264.0,4127607.0,587373.0,2459291.0,350331.0
2024-12-02,7940530.0,1144117.0,209186038.0,142200.0,-1100.0,-0.77,6616800.0,949437.0,720823899.0,41635233.0,2.83,1699010.0,243964.0,2842500.0,407694.0,323730.0,46680.0,323730.0,46680.0,2022740.0,290644.0,3166230.0,454374.0
2024-12-03,6971700.0,1003777.0,213305032.0,145000.0,2800.0,1.97,5103700.0,734265.0,720823899.0,40933044.0,2.78,1328291.0,191112.0,1715830.0,246740.0,0.0,0.0,0.0,0.0,1328291.0,191112.0,1715830.0,246740.0
2024-12-04,7749101.0,1128988.0,211098428.0,143500.0,-1500.0,-1.03,5609100.0,813743.0,720823899.0,41817525.0,2.84,733810.0,106438.0,1659634.0,240640.0,500000.0,72530.0,500000.0,72530.0,1233810.0,178967.0,2159634.0,313170.0
2024-12-05,8805101.0,1290825.0,218453774.0,148500.0,5000.0,3.48,4849200.0,707111.0,720823899.0,43212945.0,2.94,1495080.0,218134.0,984777.0,143761.0,585900.0,85521.0,585900.0,85521.0,2080980.0,303655.0,1570677.0,229283.0
2024-12-06,5003200.0,748645.0,219924843.0,149500.0,1000.0,0.67,4541200.0,678952.0,720823899.0,43377079.0,2.95,1575696.0,235271.0,2269858.0,338821.0,202000.0,30174.0,202000.0,30174.0,1777696.0,265445.0,2471858.0,368995.0
2024-12-09,5899005.0,878028.0,216247170.0,147000.0,-2500.0,-1.67,4539000.0,667467.0,720823899.0,44419920.0,3.02,616793.0,90662.0,2425113.0,356589.0,0.0,0.0,640000.0,101120.0,616793.0,90662.0,3065113.0,457709.0
2024-12-10,4287206.0,637205.0,219924843.0,149500.0,2500.0,1.7,3597200.0,533506.0,720823899.0,44137468.0,3.0,1267229.0,187894.0,433115.0,64145.0,0.0,0.0,0.0,0.0,1267229.0,187894.0,433115.0,64145.0
2024-12-11,9266607.0,1402471.0,221395912.0,150500.0,1000.0,0.67,4816600.0,726231.0,720823899.0,44530298.0,3.03,1285028.0,193826.0,1361675.0,205209.0,740000.0,104880.0,120000.0,18088.0,2025028.0,298706.0,1481675.0,223297.0
2024-12-12,5657907.0,854566.0,220954591.0,150200.0,-300.0,-0.2,4147900.0,622837.0,720823899.0,46414388.0,3.16,1181023.0,177254.0,1953326.0,292865.0,0.0,0.0,60000.0,8928.0,1181023.0,177254.0,2013326.0,301793.0
2024-12-13,4864805.0,733167.0,219924843.0,149500.0,-700.0,-0.47,3379800.0,506936.0,720823899.0,44919347.0,3.05,1928156.0,289214.0,1951873.0,292813.0,0.0,0.0,0.0,0.0,1928156.0,289214.0,1951873.0,292813.0
2024-12-16,5671112.0,856142.0,220513271.0,149900.0,400.0,0.27,3291100.0,493650.0,720823899.0,44943009.0,3.06,1358013.0,203721.0,1386238.0,207915.0,0.0,0.0,0.0,0.0,1358013.0,203721.0,1386238.0,207915.0
2024-12-17,7296205.0,1090438.0,217718239.0,148000.0,-1900.0,-1.27,5947500.0,885470.0,720823899.0,45102247.0,3.07,1902088.0,283677.0,3996276.0,594852.0,300000.0,44565.0,300000.0,44565.0,2202088.0,328242.0,4296276.0,639417.0
2024-12-18,3539440.0,526858.0,218747988.0,148700.0,700.0,0.47,2923400.0,435819.0,720823899.0,45612715.0,3.1,1441405.0,214906.0,797890.0,118971.0,0.0,0.0,0.0,0.0,1441405.0,214906.0,797890.0,118971.0
2024-12-19,5825454.0,864563.0,217865346.0,148100.0,-600.0,-0.4,4805200.0,711171.0,720823899.0,45076465.0,3.06,1922488.0,284558.0,1183635.0,175151.0,0.0,0.0,0.0,0.0,1922488.0,284558.0,1183635.0,175151.0
2024-12-20,4735902.0,710815.0,219924843.0,149500.0,1400.0,0.95,3538900.0,529889.0,720823899.0,46591529.0,3.17,2507812.0,375463.0,1925814.0,288448.0,460000.0,68902.0,460000.0,68902.0,2967812.0,444365.0,2385814.0,357350.0
2024-12-23,4310913.0,648105.0,220366164.0,149800.0,300.0,0.2,2514800.0,375097.0,720823899.0,46286637.0,3.15,1086282.0,162070.0,1563724.0,233192.0,456100.0,67989.0,432800.0,64512.0,1542382.0,230060.0,1996524.0,297704.0
2024-12-24,4037903.0,607236.0,221248805.0,150400.0,600.0,0.4,2300900.0,345204.0,720823899.0,46495402.0,3.16,974870.0,146254.0,1021564.0,153119.0,1000000.0,150010.0,1000000.0,150010.0,1974870.0,296264.0,2021564.0,303129.0
2024-12-25,4668104.0,698840.0,221837233.0,150800.0,400.0,0.27,2513100.0,378912.0,720823899.0,47852405.0,3.25,568811.0,85720.0,653345.0,98478.0,350000.0,52788.0,350000.0,52788.0,918811.0,138508.0,1003345.0,151266.0
2024-12-26,2820057.0,422649.0,220366164.0,149800.0,-1000.0,-0.66,2233300.0,334764.0,720823899.0,48738019.0,3.31,678110.0,101719.0,1129891.0,169411.0,710000.0,106346.0,710000.0,106346.0,1388110.0,208065.0,1839891.0,275757.0
2024-12-27,4611705.0,690788.0,220071950.0,149600.0,-200.0,-0.13,2561700.0,382262.0,720823899.0,49825583.0,3.39,787500.0,117497.0,298700.0,44569.0,0.0,0.0,0.0,0.0,787500.0,117497.0,298700.0,44569.0
2024-12-30,3458409.0,519810.0,221395912.0,150500.0,900.0,0.6,1982400.0,296877.0,720823899.0,49657280.0,3.38,450500.0,67515.0,465700.0,69719.0,0.0,0.0,0.0,0.0,450500.0,67515.0,465700.0,69719.0
2024-12-31,4803202.0,732417.0,224338050.0,152500.0,2000.0,1.33,3603200.0,548817.0,720823899.0,50107651.0,3.41,211700.0,32249.0,402000.0,61222.0,0.0,0.0,0.0,0.0,211700.0,32249.0,402000.0,61222.0
2025-01-02,6190801.0,930773.0,223602516.0,152000.0,-500.0,-0.33,3172800.0,479017.0,720823899.0,50406417.0,3.43,349600.0,52890.0,1822800.0,274906.0,0.0,0.0,0.0,0.0,349600.0,52890.0,1822800.0,274906.0
2025-01-03,6446104.0,968671.0,219189308.0,149000.0,-3000.0,-1.97,4336100.0,651136.0,720823899.0,49583462.0,3.37,939000.0,141019.0,2477200.0,372272.0,60000.0,9010.0,60000.0,9010.0,999000.0,150029.0,2537200.0,381282.0
2025-01-06,3467104.0,517719.0,219630629.0,149300.0,300.0,0.2,3467100.0,517718.0,720823899.0,49985687.0,3.4,1241900.0,185479.0,1398100.0,208798.0,0.0,0.0,0.0,0.0,1241900.0,185479.0,1398100.0,208798.0
2025-01-07,4053304.0,610786.0,220807484.0,150100.0,800.0,0.54,3453300.0,519867.0,720823899.0,50581138.0,3.44,1664600.0,250631.0,1008100.0,151800.0,200000.0,30119.0,200000.0,30119.0,1864600.0,280750.0,1208100.0,181919.0
2025-01-08,3879902.0,576711.0,218159560.0,148300.0,-1800.0,-1.2,3879900.0,576711.0,720823899.0,51359698.0,3.49,822800.0,122326.0,2373500.0,352822.0,0.0,0.0,0.0,0.0,822800.0,122326.0,2373500.0,352822.0
2025-01-09,1964401.0,291101.0,218895094.0,148800.0,500.0,0.34,1714400.0,254511.0,720823899.0,51426316.0,3.5,508690.0,75537.0,410742.0,60994.0,200000.0,29692.0,200000.0,29692.0,708690.0,105229.0,610742.0,90685.0
2025-01-10,2737703.0,405427.0,216688491.0,147300.0,-1500.0,-1.01,2524700.0,373943.0,720823899.0,51426306.0,3.5,1008279.0,149380.0,792700.0,117645.0,213000.0,31484.0,213000.0,31484.0,1221279.0,180863.0,1005700.0,149129.0
2025-01-13,5156707.0,755429.0,217129811.0,147600.0,300.0,0.2,3488800.0,511097.0,720823899.0,53573945.0,3.64,254661.0,37430.0,1194247.0,175423.0,1667900.0,244342.0,1667900.0,244342.0,1922561.0,281772.0,2862147.0,419765.0
2025-01-14,4304503.0,633194.0,213452138.0,145100.0,-2500.0,-1.69,2897200.0,422427.0,720823899.0,53673420.0,3.65,311267.0,45383.0,1607183.0,234460.0,78300.0,11417.0,78300.0,11417.0,389567.0,56799.0,1685483.0,245877.0
2025-01-15,3329903.0,484993.0,214040566.0,145500.0,400.0,0.28,2840900.0,412809.0,720823899.0,53772762.0,3.66,659358.0,95718.0,1648000.0,239435.0,170900.0,24849.0,170900.0,24849.0,830258.0,120567.0,1818900.0,264284.0
2025-01-16,3856703.0,563585.0,215511635.0,146500.0,1000.0,0.69,3568000.0,521397.0,720823899.0,54521491.0,3.71,428518.0,62689.0,1709300.0,249951.0,288700.0,42188.0,288700.0,42188.0,717218.0,104878.0,1998000.0,292139.0
2025-01-17,3900004.0,578062.0,219189308.0,149000.0,2500.0,1.71,3537000.0,524314.0,720823899.0,55619504.0,3.78,509170.0,75267.0,1359700.0,201037.0,0.0,0.0,100000.0,14824.0,509170.0,75267.0,1459700.0,215861.0
2025-01-20,2297711.0,343045.0,220660377.0,150000.0,1000.0,0.67,2217700.0,331955.0,720823899.0,56390526.0,3.83,876978.0,131256.0,374299.0,55945.0,0.0,0.0,0.0,0.0,876978.0,131256.0,374299.0,55945.0
2025-01-21,3475801.0,522390.0,220513271.0,149900.0,-100.0,-0.07,2480300.0,372370.0,720823899.0,57473596.0,3.91,590230.0,88672.0,715100.0,107129.0,345500.0,51871.0,345500.0,51871.0,935730.0,140543.0,1060600.0,158999.0
2025-01-22,4066602.0,609376.0,220219057.0,149700.0,-200.0,-0.13,2785600.0,417226.0,720823899.0,57998406.0,3.94,934890.0,139940.0,1222400.0,183080.0,0.0,0.0,0.0,0.0,934890.0,139940.0,1222400.0,183080.0
2025-01-23,8459101.0,1299117.0,226985975.0,154300.0,4600.0,3.07,7057800.0,1086532.0,720823899.0,57496890.0,3.91,875815.0,134913.0,1043175.0,160927.0,151300.0,23292.0,151300.0,23292.0,1027115.0,158205.0,1194475.0,184219.0
2025-01-24,3950706.0,607610.0,225662013.0,153400.0,-900.0,-0.58,3655700.0,561884.0,720823899.0,57556045.0,3.91,655945.0,100742.0,1809599.0,278236.0,0.0,0.0,0.0,0.0,655945.0,100742.0,1809599.0,278236.0
2025-02-03,12863200.0,1890881.0,214040566.0,145500.0,-7900.0,-5.15,12747700.0,1873902.0,720823899.0,56710274.0,3.86,2068171.0,305038.0,5524455.0,813492.0,115500.0,16979.0,115500.0,16979.0,2183671.0,322016.0,5639955.0,830471.0
2025-02-04,7250700.0,1064371.0,215070315.0,146200.0,700.0,0.48,5467700.0,798580.0,720823899.0,56561349.0,3.84,1192100.0,174145.0,2279032.0,332739.0,420000.0,61343.0,420000.0,61343.0,1612100.0,235488.0,2699032.0,394082.0
2025-02-05,5344100.0,783416.0,215217421.0,146300.0,100.0,0.07,5204100.0,762696.0,720823899.0,55562340.0,3.78,2808608.0,411564.0,2859500.0,419099.0,0.0,0.0,0.0,0.0,2808608.0,411564.0,2859500.0,419099.0
2025-02-06,3724601.0,544308.0,215511635.0,146500.0,200.0,0.14,3426600.0,500993.0,720823899.0,60214112.0,4.09,872683.0,127566.0,1024660.0,149802.0,0.0,0.0,0.0,0.0,872683.0,127566.0,1024660.0,149802.0
2025-02-07,4365900.0,637557.0,214923208.0,146100.0,-400.0,-0.27,3865900.0,564532.0,720823899.0,60115223.0,4.09,2302921.0,336283.0,1931663.0,282036.0,500000.0,73025.0,500000.0,73025.0,2802921.0,409308.0,2431663.0,355061.0
2025-02-10,7749600.0,1110284.0,208891824.0,142000.0,-4100.0,-2.81,7749600.0,1110284.0,720823899.0,60916720.0,4.14,2058003.0,295169.0,2126930.0,304578.0,0.0,0.0,0.0,0.0,2058003.0,295169.0,2126930.0,304578.0
